,Train Loss
0,0.01963422362274213
1,0.00910632900590903
2,0.0071687013328447175
3,0.006040632875807296
4,0.0055050072954024535
5,0.005034405362767105
6,0.0047143881353989186
7,0.004434466601558452
8,0.004287911407786593
9,0.004063818614148375
10,0.003929584782005786
11,0.0038057702339416477
12,0.0036990579752431865
13,0.00357587594224319
14,0.0034459538073519447
15,0.0033904653809478102
16,0.003323284529949162
17,0.0032463935360554476
18,0.003140853099109265
19,0.0031037341828773282
